Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 16_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 23_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 26_level_0,Dunks,Dunks,Unnamed: 29_level_0,Corner 3s,Corner 3s,Unnamed: 32_level_0,Heaves,Heaves
243,Dan Majerle,SG,36,PHO,65,1180,.343,22.3,,.187,.059,.028,.031,.069,.813,,.370,.471,.500,.222,.300,.336,,.300,.949,,.003,0,,.255,.317,,0,0
244,Karl Malone*,PF,38,UTA,80,3040,.454,11.5,,.982,.272,.106,.214,.391,.018,,.456,.600,.419,.385,.404,.360,,.792,.778,,.021,28,,.040,1.000,,0,0
245,Danny Manning,PF,35,DAL,41,552,.477,11.0,,.953,.295,.161,.107,.389,.047,,.493,.705,.458,.375,.379,.143,,.714,1.000,,.040,5,,.429,.000,,0,0
246,Stephon Marbury,PG,24,PHO,82,3187,.442,11.0,,.824,.391,.110,.100,.223,.176,,.476,.562,.372,.426,.397,.286,,.292,.563,,.004,4,,.052,.308,,3,0
247,Shawn Marion,SF,23,PHO,81,3109,.469,11.8,,.913,.225,.149,.282,.256,.087,,.476,.662,.409,.409,.426,.393,,.700,.958,,.072,93,,.393,.417,,2,0
248,Sean Marks,C,26,MIA,21,319,.432,9.7,,1.000,.386,.114,.136,.364,.000,,.432,.647,.400,.333,.250,,,.632,,,.261,19,,,,,0,0
249,Donny Marshall,SF,29,NJN,20,118,.276,10.9,,.862,.345,.172,.069,.276,.138,,.240,.300,.200,.000,.250,.500,,.500,.500,,.034,1,,.250,1.000,,0,0
250,Donyell Marshall,SF,28,UTA,58,1750,.519,5.7,,.936,.579,.189,.071,.097,.064,,.533,.663,.320,.319,.328,.310,,.721,1.000,,.135,81,,.405,.235,,1,0
251,Darrick Martin,PG,30,DAL,3,22,.000,12.6,,.800,.200,.300,.100,.200,.200,,.000,.000,.000,.000,.000,.000,,,,,.000,0,,.500,.000,,0,0
252,Kenyon Martin,PF,24,NJN,73,2504,.463,9.5,,.930,.331,.207,.179,.214,.070,,.480,.717,.397,.360,.296,.224,,.616,1.000,,.179,155,,.164,.545,,1,0
253,Jamal Mashburn,SF,29,CHH,40,1601,.407,14.0,,.849,.149,.129,.258,.313,.151,,.415,.550,.396,.391,.378,.366,,.397,.951,,.005,4,,.152,.471,,0,0
254,Anthony Mason,PF,35,MIL,82,3143,.505,5.9,,.998,.383,.337,.236,.042,.002,,.504,.529,.531,.419,.538,1.000,,.530,1.000,,.005,3,,.000,,,0,0
255,Desmond Mason,SF,24,SEA,75,2420,.464,13.1,,.923,.221,.142,.120,.441,.077,,.480,.653,.275,.478,.460,.271,,.680,.875,,.069,45,,.356,.333,,1,0
256,Tony Massenburg,PF,34,MEM,73,1247,.456,6.3,,.997,.395,.318,.195,.089,.003,,.454,.609,.396,.309,.290,1.000,,.601,1.000,,.112,35,,.000,,,0,0
257,Walter McCarty,PF,27,BOS,56,718,.444,17.9,,.450,.167,.067,.106,.111,.550,,.506,.833,.333,.316,.300,.394,,.561,1.000,,.050,9,,.465,.457,,2,0
258,Amal McCaskill,C,28,SAS,27,153,.408,6.4,,1.000,.408,.265,.204,.122,.000,,.408,.550,.385,.200,.333,,,.600,,,.163,8,,,,,0,0
259,George McCloud,SF,34,DEN,69,1830,.358,16.7,,.615,.167,.087,.085,.276,.385,,.412,.500,.380,.429,.365,.270,,.596,.933,,.010,6,,.288,.266,,1,0
260,Jelani McCoy,C,24,LAL,21,104,.571,3.2,,1.000,.619,.238,.143,.000,.000,,.571,.615,.400,.667,,,,.667,,,.238,5,,,,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
261,Antonio McDyess,PF,27,DEN,10,236,.573,8.5,,1.000,.440,.093,.173,.293,.000,,.573,.727,.429,.462,.455,,,.884,,,.093,6,,,,,0,0
262,Tracy McGrady*,SG,22,ORL,76,2912,.451,12.3,,.822,.307,.122,.114,.278,.178,,.470,.624,.392,.409,.358,.364,,.391,.602,,.079,114,,.074,.381,,6,0
263,Jeff McInnis,PG,27,LAC,81,3030,.413,14.3,,.791,.109,.190,.302,.191,.209,,.437,.525,.380,.482,.374,.321,,.405,.867,,.001,1,,.038,.444,,4,0
264,Derrick McKey,SF,35,PHI,41,784,.426,10.6,,.902,.295,.131,.303,.172,.098,,.427,.556,.313,.405,.333,.417,,.638,1.000,,.000,0,,.667,.500,,0,0
265,Aaron McKie,SG,29,PHI,48,1471,.449,14.9,,.739,.188,.100,.198,.253,.261,,.467,.652,.429,.330,.452,.398,,.485,.961,,.004,2,,.359,.609,,2,0
266,Stanislav Medvedenko,C,22,LAL,71,729,.477,8.1,,.987,.378,.217,.201,.191,.013,,.483,.574,.470,.393,.414,.000,,.614,,,.036,11,,.000,,,1,0
267,Ron Mercer,SG,25,TOT,53,1716,.397,14.3,,.921,.173,.064,.182,.501,.079,,.406,.456,.300,.343,.425,.290,,.693,.944,,.019,11,,.161,.200,,0,0
267,Ron Mercer,SG,25,CHI,40,1503,.399,14.2,,.921,.180,.067,.181,.492,.079,,.408,.457,.292,.346,.428,.298,,.695,.941,,.021,11,,.158,.222,,0,0
267,Ron Mercer,SG,25,IND,13,213,.373,16.1,,.925,.104,.030,.194,.597,.075,,.387,.429,.500,.308,.400,.200,,.667,1.000,,.000,0,,.200,.000,,0,0
268,Chris Mihm,C,22,CLE,74,1659,.420,8.4,,.987,.329,.272,.200,.186,.013,,.420,.491,.434,.324,.378,.429,,.679,.667,,.070,30,,.143,.000,,0,0
269,Darius Miles,SF,20,LAC,82,2227,.481,7.7,,.970,.444,.188,.131,.206,.030,,.491,.656,.380,.262,.379,.158,,.621,.333,,.196,113,,.105,.500,,2,0
270,Andre Miller,PG,25,CLE,81,3023,.454,11.3,,.917,.248,.198,.282,.189,.083,,.472,.575,.415,.464,.406,.253,,.252,.727,,.001,1,,.092,.250,,10,0
271,Brad Miller,C,25,TOT,76,2263,.499,6.5,,.990,.472,.209,.196,.113,.010,,.500,.618,.340,.410,.458,.429,,.617,1.000,,.048,32,,.000,,,0,0
271,Brad Miller,C,25,CHI,48,1391,.460,5.7,,.991,.500,.223,.190,.077,.009,,.460,.566,.347,.326,.429,.500,,.573,1.000,,.053,21,,.000,,,0,0
271,Brad Miller,C,25,IND,28,872,.562,7.7,,.989,.427,.185,.206,.171,.011,,.565,.717,.327,.534,.479,.333,,.675,1.000,,.039,11,,.000,,,0,0
272,Mike Miller,SF,21,ORL,63,2123,.438,14.8,,.622,.252,.096,.103,.171,.378,,.471,.658,.351,.301,.365,.383,,.468,.914,,.055,38,,.149,.511,,0,0
273,Reggie Miller*,SG,36,IND,79,2889,.453,19.2,,.515,.106,.035,.094,.279,.485,,.498,.794,.406,.442,.416,.406,,.791,.883,,.007,6,,.273,.479,,4,0
274,Chris Mills,SF,32,GSW,66,1237,.417,15.5,,.703,.136,.155,.108,.304,.297,,.433,.672,.379,.435,.354,.378,,.715,.938,,.000,0,,.394,.280,,1,0
275,Sam Mitchell,SF,38,MIN,74,726,.432,16.2,,.846,.110,.110,.070,.555,.154,,.458,.480,.440,.500,.452,.286,,.920,.900,,.000,0,,.286,.200,,0,0
276,Cuttino Mobley,SG,26,HOU,74,3116,.438,15.8,,.722,.180,.071,.129,.342,.278,,.455,.624,.292,.400,.419,.395,,.374,.799,,.019,22,,.289,.450,,2,0
277,Nazr Mohammed,C,24,ATL,82,2168,.461,5.8,,.999,.471,.236,.224,.067,.001,,.462,.583,.333,.400,.271,.000,,.626,,,.097,58,,.000,,,1,0
278,Jérôme Moïso,C,23,CHH,15,76,.400,9.8,,1.000,.300,.200,.050,.450,.000,,.400,.667,.000,.000,.444,,,.750,,,.150,3,,,,,0,0
279,Eric Montross,C,30,TOR,49,655,.402,9.6,,.992,.258,.220,.341,.174,.008,,.405,.500,.379,.356,.391,.000,,.679,,,.068,7,,.000,,,0,0
280,Mikki Moore,C,26,DET,30,217,.475,8.8,,.967,.426,.131,.131,.279,.033,,.475,.615,.250,.625,.294,.500,,.679,1.000,,.213,11,,.500,1.000,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
281,Terence Morris,SF,23,HOU,68,1110,.384,13.4,,.730,.304,.090,.048,.287,.270,,.455,.591,.385,.357,.349,.192,,.646,1.000,,.062,18,,.462,.167,,0,0
282,Hanno Möttölä,C,25,ATL,82,1371,.440,10.0,,.966,.331,.154,.174,.307,.034,,.453,.528,.356,.284,.517,.077,,.726,.000,,.018,6,,.308,.000,,0,0
283,Alonzo Mourning*,C,31,MIA,75,2455,.516,7.3,,.997,.371,.263,.208,.155,.003,,.517,.710,.430,.350,.425,.333,,.635,1.000,,.166,134,,.333,1.000,,0,0
284,Troy Murphy,PF,21,GSW,82,1448,.421,12.5,,.979,.203,.137,.168,.470,.021,,.423,.628,.328,.423,.362,.333,,.771,1.000,,.043,18,,.333,.667,,1,0
285,Lamond Murray,SF,28,CLE,71,2312,.436,14.5,,.759,.192,.118,.171,.278,.241,,.440,.550,.431,.456,.358,.424,,.587,.881,,.044,35,,.340,.519,,2,0
286,Tracy Murray,SF,30,TOR,40,473,.411,17.4,,.498,.150,.092,.101,.155,.502,,.437,.548,.316,.333,.469,.385,,.667,.950,,.019,4,,.356,.541,,0,0
287,Dikembe Mutombo*,C,35,PHI,80,2907,.501,5.2,,1.000,.413,.390,.187,.009,.000,,.501,.634,.460,.308,.167,,,.570,,,.066,40,,,,,0,0
288,Mamadou N'Diaye,C,26,TOR,5,46,.600,6.1,,1.000,.500,.200,.200,.100,.000,,.600,.600,.500,.500,1.000,,,.667,,,.000,0,,,,,0,0
289,Lee Nailon,SF,26,CHH,79,1912,.483,9.7,,.997,.283,.209,.220,.285,.003,,.483,.648,.456,.387,.413,.500,,.707,1.000,,.038,29,,.500,1.000,,0,0
290,Eduardo Nájera,PF,25,DAL,62,1357,.500,4.6,,.993,.660,.110,.103,.120,.007,,.503,.561,.303,.484,.389,.000,,.667,,,.120,32,,.000,,,0,0
291,Steve Nash*,PG,27,DAL,82,2837,.483,14.8,,.685,.222,.097,.140,.226,.315,,.495,.618,.368,.474,.443,.455,,.206,.564,,.000,0,,.120,.463,,0,0
292,Tyrone Nesby,SF,26,WAS,70,1498,.435,12.3,,.888,.278,.124,.138,.349,.112,,.455,.658,.308,.362,.381,.277,,.641,.769,,.055,21,,.277,.385,,0,0
293,Rasho Nesterović,C,25,MIN,82,2218,.493,7.2,,.998,.330,.367,.158,.143,.002,,.494,.687,.436,.317,.394,.000,,.651,,,.044,28,,.000,,,1,0
294,Ira Newble,SF,27,ATL,42,1273,.498,6.5,,.973,.578,.065,.171,.160,.027,,.508,.651,.235,.267,.357,.143,,.808,1.000,,.114,29,,.286,.500,,0,0
295,Johnny Newman,SF,38,DAL,47,724,.453,15.1,,.615,.277,.034,.068,.236,.385,,.495,.610,.400,.300,.429,.386,,.622,.909,,.027,3,,.281,.500,,0,0
296,Moochie Norris,PG,28,HOU,82,2249,.398,14.3,,.788,.230,.113,.113,.333,.212,,.433,.517,.465,.380,.381,.269,,.316,.889,,.000,0,,.231,.323,,4,0
297,Dirk Nowitzki*,C,23,DAL,76,2891,.477,14.2,,.722,.241,.078,.154,.249,.278,,.508,.611,.347,.438,.502,.397,,.610,.964,,.039,45,,.100,.343,,0,0
298,Jermaine O'Neal,PF,23,IND,72,2707,.479,7.7,,.988,.271,.407,.222,.087,.012,,.484,.694,.434,.377,.343,.071,,.664,1.000,,.115,121,,.286,.000,,2,0
299,Shaquille O'Neal*,C,29,LAL,67,2422,.579,3.8,,.999,.509,.409,.078,.002,.001,,.580,.744,.447,.219,.000,.000,,.612,,,.216,252,,.000,,,0,0
300,Charles Oakley,PF,38,CHI,57,1383,.369,17.2,,.977,.065,.015,.114,.783,.023,,.374,.588,.000,.267,.379,.167,,.896,.000,,.000,0,,.333,.500,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
301,Lamar Odom,SF,22,LAC,29,999,.419,12.1,,.767,.272,.228,.103,.164,.233,,.489,.633,.427,.405,.390,.190,,.341,.688,,.025,7,,.024,.000,,0,0
302,Hakeem Olajuwon*,C,39,TOR,61,1378,.464,9.4,,.995,.251,.184,.409,.151,.005,,.466,.657,.403,.421,.349,.000,,.613,,,.022,7,,.000,,,0,0
303,Dean Oliver,PG,23,GSW,20,139,.370,15.0,,.717,.196,.130,.043,.348,.283,,.455,.444,.333,.000,.563,.154,,.067,.500,,.000,0,,.154,.000,,0,0
304,Kevin Ollie,PG,29,TOT,81,1723,.388,9.9,,.994,.360,.119,.156,.360,.006,,.387,.496,.333,.309,.331,.500,,.647,1.000,,.000,0,,1.000,.500,,0,0
304,Kevin Ollie,PG,29,CHI,52,1146,.383,10.2,,.992,.364,.099,.138,.391,.008,,.382,.478,.280,.343,.333,.500,,.667,1.000,,.000,0,,1.000,.500,,0,0
304,Kevin Ollie,PG,29,IND,29,577,.400,9.1,,1.000,.350,.170,.200,.280,.000,,.400,.543,.412,.250,.321,,,.600,,,.000,0,,,,,0,0
305,Michael Olowokandi,C,26,LAC,80,2568,.433,7.6,,1.000,.184,.527,.254,.035,.000,,.433,.620,.456,.284,.194,,,.549,,,.058,49,,,,,0,0
306,Greg Ostertag,C,28,UTA,74,1107,.453,2.6,,1.000,.716,.169,.109,.005,.000,,.453,.528,.294,.227,.000,,,.626,,,.114,20,,,,,0,0
307,Bo Outlaw,PF,30,TOT,83,1928,.555,1.8,,.993,.829,.110,.033,.020,.007,,.556,.617,.303,.100,.167,.500,,.800,1.000,,.140,38,,.000,,,0,0
307,Bo Outlaw,PF,30,ORL,10,160,.619,2.2,,1.000,.762,.190,.048,.000,.000,,.619,.750,.250,.000,,,,.615,,,.143,3,,,,,0,0
307,Bo Outlaw,PF,30,PHO,73,1768,.550,1.8,,.993,.835,.104,.032,.022,.007,,.551,.608,.310,.111,.167,.500,,.816,1.000,,.140,35,,.000,,,0,0
308,Doug Overton,PG,32,LAC,18,130,.318,20.4,,.386,.091,.091,.068,.136,.614,,.412,.500,.500,.667,.167,.259,,.429,.857,,.000,0,,.148,.000,,0,0
309,Olumide Oyedeji,C,20,SEA,36,221,.537,1.8,,1.000,.756,.244,.000,.000,.000,,.537,.548,.500,,,,,.591,,,.171,7,,,,,0,0
310,Robert Pack,PG,32,MIN,16,252,.368,10.9,,.941,.368,.132,.103,.338,.059,,.375,.600,.222,.286,.217,.250,,.208,.000,,.000,0,,.000,,,1,0
311,Scott Padgett,PF,25,UTA,75,1295,.476,11.3,,.714,.430,.071,.063,.149,.286,,.493,.559,.286,.480,.407,.434,,.640,.959,,.023,9,,.115,.615,,0,0
312,Milt Palacio,PG-SG,23,TOT,69,790,.383,11.6,,.808,.393,.070,.089,.257,.192,,.399,.500,.267,.263,.327,.317,,.435,.923,,.009,2,,.537,.409,,1,0
312,Milt Palacio,PG,23,BOS,41,518,.385,13.6,,.748,.311,.081,.067,.289,.252,,.396,.571,.273,.111,.308,.353,,.375,.917,,.007,1,,.500,.471,,1,0
312,Milt Palacio,SG,23,PHO,28,272,.380,8.1,,.911,.532,.051,.127,.203,.089,,.403,.429,.250,.400,.375,.143,,.517,1.000,,.013,1,,.714,.200,,0,0
313,Tony Parker*,PG,19,SAS,77,2267,.419,12.7,,.704,.368,.088,.058,.191,.296,,.460,.570,.250,.216,.418,.323,,.242,.918,,.002,1,,.148,.357,,1,0
314,Cherokee Parks,C,29,SAS,42,234,.361,9.1,,1.000,.373,.120,.277,.229,.000,,.361,.645,.100,.130,.316,,,.700,,,.108,8,,,,,0,0
315,Ruben Patterson,SF,26,POR,75,1765,.515,5.6,,.942,.622,.149,.040,.131,.058,,.532,.660,.326,.120,.284,.250,,.561,.889,,.137,80,,.139,.200,,1,0
316,Gary Payton*,PG,33,SEA,82,3301,.467,11.0,,.850,.287,.210,.150,.204,.150,,.494,.660,.399,.386,.438,.314,,.326,.797,,.000,0,,.254,.300,,0,0
317,Anthony Peeler,SG,32,MIN,82,2060,.421,18.5,,.586,.105,.041,.086,.354,.414,,.441,.542,.321,.305,.459,.392,,.661,.874,,.010,5,,.265,.347,,0,0
318,Mike Penberthy,PG,27,LAL,3,12,.500,9.2,,1.000,.500,.000,.000,.500,.000,,.500,1.000,,,.000,,,.000,,,.000,0,,,,,0,0
319,Elliot Perry,PG,32,MEM,2,48,.500,14.3,,1.000,.100,.100,.400,.400,.000,,.500,1.000,.000,.500,.500,,,.400,,,.000,0,,,,,0,0
320,Wesley Person,SG,30,CLE,78,2793,.495,17.0,,.659,.121,.056,.186,.296,.341,,.521,.728,.340,.472,.502,.444,,.873,.979,,.014,13,,.280,.467,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
321,Morris Peterson,SF,24,TOR,63,1988,.438,14.2,,.699,.275,.079,.112,.233,.301,,.469,.597,.426,.267,.430,.364,,.643,.869,,.020,14,,.294,.412,,3,0
322,Eric Piatkowski,SG,31,LAC,71,1718,.439,18.1,,.495,.159,.042,.113,.180,.505,,.412,.573,.400,.302,.341,.466,,.604,.946,,.002,1,,.172,.488,,0,0
323,Paul Pierce*,SG,24,BOS,82,3302,.442,14.9,,.675,.260,.071,.118,.225,.325,,.461,.600,.289,.354,.411,.404,,.543,.767,,.033,50,,.110,.281,,6,1
324,Scottie Pippen*,SF,36,POR,62,1996,.411,14.4,,.705,.254,.098,.093,.259,.295,,.455,.579,.373,.321,.413,.305,,.542,.815,,.037,20,,.249,.341,,1,0
325,Scot Pollard,C,26,SAC,80,1881,.550,2.7,,1.000,.676,.251,.042,.031,.000,,.550,.612,.433,.267,.545,,,.604,,,.115,37,,,,,0,0
326,Mark Pope,PF,29,MIL,45,426,.396,11.8,,.725,.363,.110,.055,.198,.275,,.485,.576,.400,.200,.444,.160,,.813,1.000,,.088,8,,.680,.176,,0,0
327,Terry Porter,PG,38,SAS,72,1294,.424,17.4,,.558,.159,.056,.103,.240,.442,,.430,.549,.389,.364,.390,.415,,.247,.712,,.000,0,,.282,.500,,0,0
328,James Posey,SF,25,DEN,73,2238,.376,14.1,,.678,.283,.076,.084,.235,.322,,.421,.553,.357,.290,.329,.283,,.710,.940,,.092,56,,.549,.338,,3,0
329,Lavor Postell,SG,23,NYK,23,179,.333,15.2,,.690,.179,.060,.250,.202,.310,,.379,.467,.000,.381,.412,.231,,.227,.667,,.012,1,,.308,.125,,0,0
330,Vitaly Potapenko,C,26,BOS,79,1343,.455,7.5,,1.000,.429,.186,.186,.199,.000,,.455,.527,.482,.357,.367,,,.657,,,.023,4,,,,,0,0
331,Brent Price,PG,33,SAC,20,89,.333,18.5,,.444,.148,.074,.037,.185,.556,,.417,.750,.000,1.000,.200,.267,,.200,.750,,.000,0,,.000,,,0,0
332,Joel Przybilla,C,22,MIL,71,1128,.535,2.2,,.993,.782,.106,.099,.007,.007,,.539,.613,.267,.286,.000,.000,,.789,,,.303,37,,.000,,,0,0
333,Vladimir Radmanović,PF,21,SEA,61,1230,.412,15.9,,.556,.212,.110,.068,.167,.444,,.406,.547,.205,.208,.441,.420,,.563,.985,,.051,16,,.248,.462,,0,0
334,Zach Randolph,PF,20,POR,41,238,.449,5.7,,1.000,.430,.336,.121,.112,.000,,.449,.674,.222,.615,.083,,,.563,,,.037,4,,,,,0,0
335,Theo Ratliff,C,28,ATL,3,82,.500,5.8,,1.000,.250,.700,.050,.000,.000,,.500,.800,.429,.000,,,,.300,,,.100,2,,,,,0,0
336,Željko Rebrača,C,29,DET,74,1179,.505,6.7,,1.000,.316,.406,.238,.040,.000,,.505,.720,.428,.382,.333,,,.667,,,.064,23,,,,,0,0
337,Eldridge Recasner,PG-SG,34,TOT,6,33,.333,12.9,,.833,.167,.167,.333,.167,.167,,.400,1.000,.000,.000,1.000,.000,,.500,,,.000,0,,.000,,,0,0
337,Eldridge Recasner,SG,34,CHH,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
337,Eldridge Recasner,PG,34,LAC,5,31,.333,12.9,,.833,.167,.167,.333,.167,.167,,.400,1.000,.000,.000,1.000,.000,,.500,,,.000,0,,.000,,,0,0
338,Michael Redd,SG,22,MIL,67,1417,.483,14.2,,.675,.251,.108,.133,.182,.325,,.501,.647,.424,.444,.387,.444,,.612,.932,,.013,8,,.414,.488,,1,0
339,Don Reid,PF,28,ORL,68,714,.474,3.2,,1.000,.553,.389,.053,.005,.000,,.474,.533,.392,.400,1.000,,,.644,,,.168,26,,,,,0,0
340,Glen Rice,SF,34,HOU,20,606,.389,15.7,,.617,.186,.120,.090,.222,.383,,.456,.516,.400,.467,.432,.281,,.553,.944,,.012,1,,.375,.333,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
341,Jason Richardson,SG,21,GSW,80,2629,.426,12.6,,.774,.261,.167,.130,.216,.226,,.453,.667,.341,.317,.362,.333,,.474,.927,,.081,81,,.138,.353,,4,1
342,Norm Richardson,SG,22,TOT,11,67,.385,13.0,,.692,.346,.077,.038,.231,.308,,.333,.444,.000,.000,.333,.500,,.833,1.000,,.000,0,,.875,.429,,0,0
342,Norm Richardson,SG,22,IND,3,4,.000,5.0,,1.000,.333,.667,.000,.000,.000,,.000,.000,.000,,,,,,,,.000,0,,,,,0,0
342,Norm Richardson,SG,22,CHI,8,63,.435,14.1,,.652,.348,.000,.043,.261,.348,,.400,.500,,.000,.333,.500,,.833,1.000,,.000,0,,.875,.429,,0,0
343,Quentin Richardson,SG,21,LAC,81,2152,.432,13.8,,.623,.293,.145,.080,.107,.377,,.463,.642,.336,.297,.273,.381,,.513,.940,,.054,45,,.086,.467,,3,0
344,Mitch Richmond*,SG,36,LAL,64,709,.405,16.2,,.749,.142,.065,.190,.352,.251,,.443,.657,.188,.511,.368,.290,,.561,.833,,.008,2,,.113,.000,,0,0
345,Isaiah Rider,SG,30,DEN,10,173,.457,12.3,,.815,.284,.160,.111,.259,.185,,.470,.609,.385,.444,.381,.400,,.516,1.000,,.037,3,,.133,1.000,,0,0
346,Clifford Robinson,PF,35,DET,80,2855,.425,14.6,,.716,.146,.179,.196,.196,.284,,.443,.577,.440,.373,.416,.378,,.640,.974,,.009,9,,.211,.328,,0,0
347,David Robinson*,C,36,SAS,78,2303,.507,6.7,,1.000,.503,.110,.286,.101,.000,,.507,.636,.351,.396,.353,,,.677,,,.171,105,,,,,0,0
348,Eddie Robinson,SF,25,CHI,29,653,.453,11.8,,.980,.231,.093,.279,.377,.020,,.455,.702,.435,.377,.366,.400,,.736,1.000,,.085,19,,.200,1.000,,0,0
349,Glenn Robinson,SF,29,MIL,66,2346,.467,13.3,,.845,.139,.151,.373,.180,.155,,.493,.525,.491,.502,.454,.326,,.632,.914,,.017,20,,.124,.182,,3,0
350,Larry Robinson,SG,34,NYK,2,10,.250,19.5,,.500,.000,.000,.250,.250,.500,,.000,,,.000,.000,.500,,,1.000,,.000,0,,.500,1.000,,0,0
351,Carlos Rogers,C,30,IND,22,168,.558,7.8,,.860,.442,.302,.023,.093,.140,,.622,.842,.462,.000,.250,.167,,.609,1.000,,.186,8,,.333,.000,,0,0
352,Rodney Rogers,SF,30,TOT,77,1880,.471,12.8,,.689,.327,.102,.114,.147,.311,,.514,.571,.403,.488,.486,.374,,.627,.977,,.026,18,,.213,.400,,0,0
352,Rodney Rogers,SF,30,PHO,50,1254,.466,12.1,,.738,.328,.114,.125,.170,.262,,.508,.571,.443,.478,.451,.350,,.625,.980,,.024,11,,.271,.368,,0,0
352,Rodney Rogers,SF,30,BOS,27,626,.482,14.4,,.572,.324,.072,.086,.090,.428,,.535,.569,.250,.526,.650,.411,,.632,.974,,.032,7,,.126,.500,,0,0
353,Sean Rooks,C,32,LAC,61,728,.418,14.5,,1.000,.124,.077,.206,.593,.000,,.418,.458,.267,.400,.435,,,.852,,,.010,1,,,,,0,0
354,Jalen Rose,SF,29,TOT,83,3153,.455,14.6,,.831,.123,.123,.247,.339,.169,,.474,.654,.430,.450,.441,.362,,.585,.865,,.014,18,,.427,.371,,0,0
354,Jalen Rose,SF,29,IND,53,1937,.444,14.6,,.832,.110,.137,.251,.334,.168,,.462,.698,.437,.397,.443,.356,,.633,.827,,.016,13,,.514,.400,,0,0
354,Jalen Rose,SF,29,CHI,30,1216,.470,14.7,,.830,.141,.102,.240,.346,.170,,.491,.602,.417,.532,.438,.370,,.519,.919,,.012,5,,.300,.300,,0,0
355,Malik Rose,PF,27,SAS,82,1725,.463,8.2,,.981,.417,.152,.229,.183,.019,,.470,.614,.375,.372,.345,.083,,.610,1.000,,.101,57,,.333,.250,,1,0
356,Michael Ruffin,PF,25,PHI,15,169,.269,2.1,,1.000,.615,.346,.038,.000,.000,,.269,.313,.222,.000,,,,.429,,,.115,1,,,,,0,0
357,Bryon Russell,SG,31,UTA,66,1998,.380,16.2,,.613,.214,.067,.068,.264,.387,,.405,.528,.256,.250,.383,.341,,.779,.935,,.010,5,,.279,.429,,2,0
358,Daniel Santiago,C,25,PHO,3,24,.500,7.9,,1.000,.375,.250,.125,.250,.000,,.500,.333,.500,1.000,.500,,,.750,,,.000,0,,,,,0,0
359,Jeryl Sasser,SG,22,ORL,7,36,.214,7.7,,1.000,.429,.214,.143,.214,.000,,.214,.500,.000,.000,.000,,,.333,,,.000,0,,,,,0,0
360,Kenny Satterfield,PG,20,DEN,36,560,.367,11.9,,.864,.291,.156,.131,.286,.136,,.384,.534,.226,.385,.316,.259,,.379,.714,,.010,2,,.037,.000,,0,0
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#
361,Brian Scalabrine,PF,23,NJN,28,290,.343,12.2,,.851,.358,.075,.119,.299,.149,,.351,.458,.000,.375,.300,.300,,.550,1.000,,.060,3,,.200,.000,,1,0
362,Shawnelle Scott,C,29,DEN,21,252,.493,2.1,,1.000,.800,.133,.040,.027,.000,,.493,.550,.300,.333,.000,,,.595,,,.040,3,,,,,0,0
363,Ansu Sesay,SF,25,SEA,9,142,.500,10.1,,1.000,.341,.091,.182,.386,.000,,.500,.600,.250,.500,.471,,,.818,,,.000,0,,,,,0,0
364,Brian Shaw,PG,35,LAL,58,631,.353,17.7,,.491,.173,.110,.081,.127,.509,,.376,.533,.158,.429,.318,.330,,.563,.897,,.000,0,,.136,.333,,2,0
365,Bobby Simmons,SF,21,WAS,30,343,.453,10.4,,.853,.400,.126,.053,.274,.147,,.481,.526,.583,.600,.346,.286,,.462,.500,,.053,5,,.143,1.000,,0,0
